Date,open,high,low,close,volume
2/23/2010,6.1233,6.164,5.992,6.0333,575094800
2/24/2010,6.0691,6.1674,6.0572,6.1434,460566400
2/25/2010,6.0431,6.2109,6.0281,6.1845,665126000
2/26/2010,6.1962,6.2816,6.1845,6.2647,507460800
3/1/2010,6.2993,6.4142,6.2902,6.3985,550093600
3/2/2010,6.4273,6.4549,6.3603,6.3943,566546400
3/3/2010,6.397,6.4255,6.3664,6.4089,372052800
3/4/2010,6.4074,6.4576,6.3875,6.4512,366041200
3/5/2010,6.5807,6.7264,6.5712,6.7035,899620400
3/8/2010,6.7359,6.7384,6.682,6.7075,429889600
3/9/2010,6.6839,6.8887,6.671,6.8281,920259200
3/10/2010,6.8529,6.9034,6.8336,6.8838,596218000
3/11/2010,6.8553,6.904,6.8373,6.904,405700400
3/12/2010,6.9613,6.9723,6.9117,6.9377,416323600
3/15/2010,6.9003,6.904,6.7433,6.8532,493502800
3/16/2010,6.8636,6.8881,6.8125,6.8719,446908000
3/17/2010,6.8856,6.9331,6.8357,6.8618,450956800
3/18/2010,6.8612,6.8887,6.8155,6.878,342109600
3/19/2010,6.8823,6.8961,6.7733,6.8045,559445600
3/22/2010,6.75,6.9193,6.7402,6.8811,456419600
3/23/2010,6.9083,7.0044,6.8612,6.9916,602431200
3/24/2010,6.9695,7.0479,6.9656,7.0225,597780400
3/25/2010,7.0558,7.0715,6.927,6.9392,542284400
3/26/2010,7.0096,7.1015,6.9974,7.0693,640875200
3/29/2010,7.1336,7.1603,7.0914,7.115,540744400
3/30/2010,7.2439,7.2708,7.1719,7.2207,527310000
3/31/2010,7.2099,7.2442,7.1783,7.1949,430659600
4/1/2010,7.2711,7.3091,7.126,7.2246,603145200
4/5/2010,7.1941,7.3023,7.1878,7.3017,684507600
4/6/2010,7.2928,7.3553,7.2561,7.3339,447017200
4/7/2010,7.3394,7.4067,7.3069,7.3663,628502000
4/8/2010,7.3614,7.3951,7.2879,7.3464,572989200
4/9/2010,7.3917,7.4058,7.362,7.4028,334182800
4/12/2010,7.4153,7.4419,7.4034,7.4181,333026400
4/13/2010,7.4049,7.4337,7.3819,7.4224,306210800
4/14/2010,7.5096,7.5258,7.4726,7.5222,404076400
4/15/2010,7.5249,7.6244,7.5167,7.6211,376784800
4/16/2010,7.6103,7.689,7.4873,7.5745,750545600
4/19/2010,7.5632,7.5895,7.4021,7.5644,566924400
4/20/2010,7.6094,7.6312,7.4384,7.4885,738326400
4/21/2010,7.9237,7.9679,7.8296,7.9364,982391200
4/22/2010,7.9064,8.1669,7.8439,8.1584,793424800
4/23/2010,8.2049,8.3332,8.1746,8.2919,796955600
4/26/2010,8.324,8.3418,8.211,8.2511,479068800
4/27/2010,8.1829,8.2003,7.9762,8.0227,709343600
4/28/2010,8.0598,8.0828,7.8504,8.0093,758402400
4/29/2010,8.0527,8.2665,8.0218,8.2248,558840800
4/30/2010,8.2453,8.2839,7.9909,7.9937,542463600
5/3/2010,8.0779,8.2015,8.0485,8.1547,454342000
5/4/2010,8.0488,8.061,7.8608,7.9199,723819600
5/5/2010,7.7469,7.9033,7.6152,7.8374,883103200
5/6/2010,7.7714,7.9067,6.1003,7.5393,1285860800
5/7/2010,7.4615,7.5491,6.8951,7.2212,1676018400
5/10/2010,7.6618,7.7965,7.6091,7.7763,984306400
5/11/2010,7.7105,7.9569,7.6694,7.8537,848906800
5/12/2010,7.9372,8.0561,7.9205,8.0243,654379600
5/13/2010,8.0589,8.1134,7.8501,7.9101,599712400
5/14/2010,7.8123,7.8525,7.6388,7.7711,759362800
5/17/2010,7.798,7.8433,7.584,7.7833,762834800
5/18/2010,7.8678,7.9159,7.6621,7.7264,782678400
5/19/2010,7.6388,7.7435,7.4964,7.6033,1025726800
5/20/2010,7.4055,7.4658,7.2319,7.2794,1282915200
5/21/2010,7.1281,7.4857,7.0831,7.419,1223891200
5/24/2010,7.5708,7.6817,7.5396,7.5549,754238800
5/25/2010,7.3281,7.5549,7.261,7.5078,1048006400
5/26/2010,7.6566,7.7193,7.4628,7.4738,850654000
5/27/2010,7.6725,7.7732,7.6269,7.7567,666282400
5/28/2010,7.9416,7.9419,7.7567,7.8648,815614800
6/1/2010,7.9508,8.1421,7.9284,7.9857,876472800
6/2/2010,8.0993,8.1072,7.9705,8.0812,688548000
6/3/2010,8.1189,8.1302,7.9728,8.0558,650106800
6/4/2010,7.9055,8.0185,7.7959,7.8367,758304400
6/7/2010,7.9079,7.9343,7.671,7.6829,886942000
6/8/2010,7.7533,7.7705,7.5209,7.6336,1000770400
6/9/2010,7.6991,7.7123,7.4242,7.4459,854630000
6/10/2010,7.4961,7.6841,7.4153,7.6697,776356000
6/11/2010,7.5998,7.7723,7.5736,7.7616,545759200
6/14/2010,7.8366,7.9343,7.7769,7.7852,602960400
6/15/2010,7.8268,7.9557,7.8225,7.9508,585074000
6/16/2010,7.994,8.1976,7.9796,8.1823,783678000
6/17/2010,8.2848,8.3552,8.2511,8.3237,872855200
6/18/2010,8.3353,8.4195,8.3099,8.3912,784621600
6/21/2010,8.5019,8.5423,8.2276,8.2717,776490400
6/22/2010,8.3326,8.4492,8.3124,8.3843,717262000
6/23/2010,8.4067,8.4091,8.2022,8.2961,768457200
6/24/2010,8.2971,8.3643,8.2083,8.2358,714277200
6/25/2010,8.2683,8.2747,8.1382,8.1654,549942400
6/28/2010,8.1725,8.2588,8.0987,8.2144,584948000
6/29/2010,8.0864,8.0947,7.7858,7.843,1133344800
6/30/2010,7.8596,7.8981,7.6544,7.701,739452000
7/1/2010,7.7858,7.8011,7.4465,7.6076,1022896000
7/2/2010,7.6691,7.6826,7.4459,7.5604,693842800
7/6/2010,7.6847,7.7398,7.5366,7.6122,615235600
7/7/2010,7.6691,7.9226,7.6465,7.9194,654556000
7/8/2010,8.0362,8.0491,7.8038,7.9018,738144400
7/9/2010,7.8651,7.9572,7.8121,7.9487,433322400
7/12/2010,7.9153,8.0169,7.8029,7.8772,562878400
7/13/2010,7.8476,7.8501,7.5448,7.7092,1190924000
7/14/2010,7.6351,7.8317,7.6235,7.7376,812047600
7/15/2010,7.5999,7.8675,7.5715,7.6985,824866000
7/16/2010,7.7515,7.8063,7.6054,7.6511,1039858400
7/19/2010,7.6504,7.6504,7.3357,7.5188,1024478000
7/20/2010,7.4367,7.7429,7.3483,7.712,1074950800
7/21/2010,8.1161,8.118,7.7766,7.7839,1185671200
7/22/2010,7.8893,7.9603,7.8167,7.9304,645318800
7/23/2010,7.8712,7.9719,7.8464,7.9584,533388800
7/26/2010,7.9603,7.9633,7.8902,7.9382,420551600
7/27/2010,7.9869,8.1072,7.9695,8.0852,584771600
7/28/2010,8.0726,8.1437,7.9679,7.9897,519985200
7/29/2010,7.982,8.0414,7.8409,7.9024,643806800
7/30/2010,7.8345,7.9511,7.8041,7.8761,448210000
8/2/2010,7.9738,8.0396,7.9487,8.0169,428055600
8/3/2010,7.9912,8.0601,7.9425,8.0194,417653600
8/4/2010,8.0472,8.0913,7.9698,8.0515,420375200
8/5/2010,8.0133,8.0576,7.9771,8.0123,289097200
8/6/2010,7.9536,8.0059,7.8877,7.9631,444897600
8/9/2010,8.0056,8.0261,7.9471,8.0139,303128000
8/10/2010,7.9557,7.9741,7.8853,7.9422,451920000
8/11/2010,7.8195,7.8283,7.6483,7.6599,620054400
8/12/2010,7.5528,7.749,7.5353,7.7089,534920400
8/13/2010,7.7046,7.7117,7.6263,7.6266,354869200
8/16/2010,7.58,7.6544,7.5506,7.5819,318430000
8/17/2010,7.6566,7.7959,7.6296,7.7144,422640400
8/18/2010,7.7264,7.7971,7.7025,7.7481,339696000
8/19/2010,7.7411,7.7607,7.6137,7.6504,426706000
8/20/2010,7.6354,7.7741,7.6235,7.6431,384230000
8/23/2010,7.7089,7.7154,7.5087,7.5255,414041600
8/24/2010,7.4297,7.4398,7.3066,7.3458,602565600
8/25/2010,7.2879,7.4701,7.2622,7.4364,596867600
8/26/2010,7.5148,7.524,7.3565,7.3565,466505200
8/27/2010,7.4015,7.4279,7.212,7.3976,548391200
8/30/2010,7.3712,7.524,7.3688,7.4245,383289200
8/31/2010,7.4046,7.4876,7.3587,7.4429,420786800
9/1/2010,7.5767,7.6988,7.5402,7.6642,697037600
9/2/2010,7.6928,7.7206,7.6103,7.7206,415427600
9/3/2010,7.81,7.9229,7.7919,7.9226,520788800
9/7/2010,7.8574,7.9459,7.8455,7.8932,342557600
9/8/2010,7.9536,8.0947,7.9327,8.0497,526551200
9/9/2010,8.1146,8.1599,8.0497,8.0543,438575200
9/10/2010,8.058,8.0981,8.0031,8.0647,387542400
9/13/2010,8.1385,8.2138,8.1366,8.1758,388780000
9/14/2010,8.1504,8.241,8.1293,8.2071,408150400
9/15/2010,8.2104,8.2781,8.2003,8.2732,429368800
9/16/2010,8.2738,8.4707,8.2511,8.4676,652103200
9/17/2010,8.5019,8.5102,8.3791,8.4309,634477200
9/20/2010,8.4526,8.6883,8.4456,8.6715,658677600
9/21/2010,8.6908,8.7976,8.658,8.688,668074400
9/22/2010,8.6556,8.8169,8.6464,8.8099,585289600
9/23/2010,8.7664,8.9633,8.7563,8.8457,786116800
9/24/2010,8.9431,8.9869,8.8956,8.9498,649488000
9/27/2010,9.0005,9.0236,8.9097,8.9144,482834800
9/28/2010,8.933,8.933,8.4195,8.7826,1035042400
9/29/2010,8.794,8.873,8.7563,8.7983,469644000
9/30/2010,8.8482,8.8788,8.6109,8.6874,673391600
10/1/2010,8.6874,8.7741,8.6139,8.6498,448142800
10/4/2010,8.6216,8.6614,8.5043,8.531,435302000
10/5/2010,8.6338,8.8619,8.6283,8.8463,501967200
10/6/2010,8.8662,8.9397,8.7337,8.854,670868800
10/7/2010,8.8891,8.8935,8.7842,8.8549,408399600
10/8/2010,8.9312,9.0166,8.8788,9.0034,658403200
10/11/2010,9.0239,9.1004,9.0196,9.0429,427753200
10/12/2010,9.0444,9.1696,8.955,9.1402,558544000
10/13/2010,9.1911,9.245,9.1788,9.1892,630092400
10/14/2010,9.2367,9.2606,9.1972,9.2557,435296400
10/15/2010,9.4127,9.6442,9.3353,9.6362,922194000
10/18/2010,9.7504,9.7667,9.6225,9.736,1093010800
10/19/2010,9.289,9.6065,9.1856,9.4755,1232784000
10/20/2010,9.4605,9.6212,9.3953,9.5073,721624400
10/21/2010,9.5634,9.6362,9.3931,9.4764,551460000
10/22/2010,9.4626,9.4923,9.3778,9.4137,372778000
10/25/2010,9.4632,9.5401,9.4433,9.4556,392462000
10/26/2010,9.3953,9.4832,9.3579,9.4314,392929600
10/27/2010,9.4192,9.488,9.3564,9.4247,399002800
10/28/2010,9.4283,9.4299,9.2125,9.3454,551051200
10/29/2010,9.3145,9.365,9.2116,9.2149,430511200
11/1/2010,9.2529,9.3564,9.2523,9.3129,423889200
11/2/2010,9.3993,9.4969,9.3993,9.4715,433930000
11/3/2010,9.5331,9.5793,9.4461,9.5768,508348400
11/4/2010,9.658,9.8028,9.6451,9.7443,642488000
11/5/2010,9.7357,9.7841,9.6978,9.7094,361253200
11/8/2010,9.7115,9.7902,9.6981,9.755,281758400
11/9/2010,9.8294,9.8371,9.6289,9.6773,383544000
11/10/2010,9.6944,9.7596,9.5998,9.737,384227200
11/11/2010,9.6442,9.7483,9.6212,9.6949,361284000
11/12/2010,9.6748,9.6901,9.2961,9.4308,795846800
11/15/2010,9.444,9.5076,9.3769,9.4003,403606000
11/16/2010,9.3601,9.4176,9.1641,9.2336,657650000
11/17/2010,9.2217,9.3071,9.1164,9.2003,479449600
11/18/2010,9.3442,9.481,9.3285,9.443,494491200
11/19/2010,9.429,9.4421,9.3454,9.391,384843200
11/22/2010,9.3895,9.594,9.3647,9.594,393075200
11/23/2010,9.5049,9.5447,9.3858,9.4522,519447600
11/24/2010,9.5523,9.6564,9.5447,9.6379,413725200
11/26/2010,9.6056,9.7269,9.5811,9.6442,237585600
11/29/2010,9.6595,9.7201,9.5334,9.7014,445785200
11/30/2010,9.5995,9.6246,9.5177,9.5263,501858000
12/1/2010,9.6525,9.7284,9.6442,9.6871,461750800
12/2/2010,9.7217,9.7667,9.6408,9.7406,462837200
12/3/2010,9.7057,9.7559,9.6852,9.7189,342092800
12/6/2010,9.7556,9.8686,9.7489,9.8019,448481600
12/7/2010,9.9136,9.9194,9.7397,9.7425,391454000
12/8/2010,9.7859,9.8285,9.7088,9.8282,321935600
12/9/2010,9.8625,9.8738,9.7673,9.7899,294151200
12/10/2010,9.7866,9.8294,9.7544,9.8144,262511200
12/13/2010,9.9311,9.9522,9.8279,9.8484,439815600
12/14/2010,9.8502,9.875,9.7667,9.8062,351008000
12/15/2010,9.7973,9.8891,9.7725,9.8083,417312000
12/16/2010,9.8306,9.8772,9.8003,9.8355,322030800
12/17/2010,9.8472,9.8521,9.8043,9.816,386929200
12/20/2010,9.8463,9.8968,9.7431,9.8649,385610400
12/21/2010,9.8891,9.9317,9.86,9.926,256354000
12/22/2010,9.9308,9.9724,9.906,9.9553,265921600
12/23/2010,9.9504,9.955,9.8943,9.9075,223157200
12/27/2010,9.8846,9.9638,9.8438,9.9406,249816000
12/28/2010,9.9782,10.0012,9.9522,9.9647,175924000
12/29/2010,9.9877,9.9948,9.9534,9.9592,163139200
12/30/2010,9.9651,9.966,9.8907,9.9093,157494400
12/31/2010,9.8876,9.9038,9.8374,9.8757,193508000
1/3/2011,9.97,10.1114,9.9454,10.0903,445138400
1/4/2011,10.1781,10.18,10.0468,10.1429,309080800
1/5/2011,10.0897,10.2363,10.0881,10.2259,255519600
1/6/2011,10.2479,10.2642,10.1922,10.2176,300428800
1/7/2011,10.2256,10.2979,10.1616,10.2908,311931200
1/10/2011,10.3738,10.5085,10.323,10.4848,448560000
1/11/2011,10.559,10.5615,10.3934,10.4598,444108000
1/12/2011,10.5091,10.5452,10.4708,10.5449,302590400
1/13/2011,10.5676,10.6129,10.5275,10.5835,296780400
1/14/2011,10.5899,10.6692,10.5455,10.6692,308840000
1/18/2011,10.0887,10.5554,9.981,10.4295,1880998000
1/19/2011,10.6653,10.6729,10.3141,10.3741,1135612800
1/20/2011,10.3003,10.3576,10.1071,10.1855,764789200
1/21/2011,10.2189,10.2528,10.0003,10.003,754401200
1/24/2011,10.0076,10.3315,10.003,10.3315,574683200
1/25/2011,10.2972,10.4537,10.2434,10.4525,546868000
1/26/2011,10.5002,10.5811,10.4555,10.5275,506875600
1/27/2011,10.5253,10.5533,10.4963,10.5079,285026000
1/28/2011,10.5373,10.5443,10.2115,10.2902,592057200
1/31/2011,10.281,10.4108,10.2351,10.3888,377246800
2/1/2011,10.4494,10.5826,10.4396,10.5636,426633200
2/2/2011,10.5458,10.5703,10.5183,10.5419,258955200
2/3/2011,10.5259,10.5394,10.3652,10.5149,393797600
2/4/2011,10.521,10.6147,10.5171,10.6086,321840400
2/7/2011,10.6512,10.8153,10.6435,10.7733,485021600
2/8/2011,10.8284,10.8848,10.7816,10.875,381040800
2/9/2011,10.8747,10.9913,10.8649,10.9656,482745200
2/10/2011,10.942,11.0219,10.6545,10.8548,928550000
2/11/2011,10.8613,10.9546,10.8242,10.9255,367572800
2/14/2011,10.9237,11.006,10.9212,10.9968,310416400
2/15/2011,10.9971,11.021,10.9469,11.0189,284174800
2/16/2011,11.0464,11.172,11.0372,11.1178,481157600
2/17/2011,10.9377,11.0302,10.9154,10.9699,530583200
2/18/2011,10.9824,11.0066,10.7011,10.7329,816057200
2/22/2011,10.4754,10.5749,10.3398,10.367,872555600
2/23/2011,10.3719,10.5517,10.367,10.4898,671854400
2/24/2011,10.5327,10.5673,10.3597,10.4978,499900800
2/25/2011,10.5706,10.6677,10.5566,10.6594,380018800
2/28/2011,10.7537,10.8704,10.7501,10.814,403074000
3/1/2011,10.8832,10.8909,10.6448,10.6946,456136800
3/2/2011,10.7145,10.849,10.6668,10.7807,602590800
3/3/2011,10.9359,11.0155,10.897,11.0085,500788400
3/4/2011,11.0241,11.0308,10.953,11.0219,453266800
3/7/2011,11.0648,11.0731,10.7559,10.8799,546123200
3/8/2011,10.8661,10.9423,10.7847,10.8921,356316800
3/9/2011,10.8594,10.8615,10.7341,10.7914,453306000
3/10/2011,10.6888,10.7087,10.5596,10.6138,507539200
3/11/2011,10.5728,10.7868,10.5627,10.7767,471080400
3/14/2011,10.8131,10.9143,10.7559,10.8248,435957200
3/15/2011,10.4739,10.6496,10.4127,10.5759,721081200
3/16/2011,10.4708,10.5015,9.9889,10.1037,1162011200
3/17/2011,10.3126,10.3977,10.1236,10.2455,659422400
3/18/2011,10.3217,10.3545,10.1034,10.124,753214000
3/21/2011,10.2868,10.4016,10.2645,10.3882,409402000
3/22/2011,10.488,10.4898,10.3833,10.4463,325922800
3/23/2011,10.3876,10.4163,10.2856,10.3848,372996400
3/24/2011,10.4662,10.5933,10.3747,10.5618,404712000
3/25/2011,10.6567,10.7788,10.6245,10.7629,448910000
3/28/2011,10.8122,10.848,10.7292,10.7292,309355200
3/29/2011,10.6441,10.7452,10.5951,10.7452,352900800
3/30/2011,10.7354,10.7427,10.6374,10.6738,329406000
3/31/2011,10.6043,10.7096,10.5951,10.6701,274019200
4/1/2011,10.7498,10.7644,10.5106,10.5492,418661600
4/4/2011,10.5416,10.5504,10.3606,10.446,460084800
4/5/2011,10.3174,10.4785,10.2871,10.3756,482731200
4/6/2011,10.447,10.529,10.322,10.3496,402539200
4/7/2011,10.3514,10.4228,10.2881,10.3508,373447200
4/8/2011,10.4072,10.4142,10.2244,10.2584,377535200
4/11/2011,10.2277,10.277,10.1041,10.1279,398946800
4/12/2011,10.1184,10.2176,10.1096,10.1769,425639200
4/13/2011,10.2571,10.2914,10.1806,10.2911,346220000
4/14/2011,10.2504,10.2871,10.1665,10.1775,301800800
4/15/2011,10.2045,10.2149,10.0055,10.0257,453605600
4/18/2011,9.984,10.1717,9.8022,10.1601,609898800
4/19/2011,10.1984,10.3478,10.1558,10.3441,419378400
4/20/2011,10.5171,10.5856,10.4555,10.4834,700666400
4/21/2011,10.8689,10.8728,10.6705,10.7371,753810400
4/25/2011,10.7262,10.8306,10.725,10.8079,266546000
4/26/2011,10.8266,10.8685,10.6959,10.7286,338800000
4/27/2011,10.7844,10.7877,10.627,10.7204,356213200
4/28/2011,10.5991,10.7081,10.5786,10.6163,360959200
4/29/2011,10.6172,10.8367,10.6137,10.7197,1006345200
5/2/2011,10.7078,10.7301,10.578,10.6019,442713600
5/3/2011,10.6542,10.7124,10.5817,10.6607,313348000
5/4/2011,10.6625,10.7718,10.6202,10.7026,389250400
5/5/2011,10.6668,10.7449,10.5948,10.6163,335969200
5/6/2011,10.7063,10.7158,10.5997,10.6135,280134400
5/9/2011,10.6503,10.6913,10.6095,10.6423,204747200
5/10/2011,10.6818,10.7063,10.6135,10.6989,282091600
5/11/2011,10.6858,10.7158,10.57,10.631,336000000
5/12/2011,10.597,10.6276,10.4791,10.6108,322000000
5/13/2011,10.5829,10.601,10.4203,10.4249,326116000
5/16/2011,10.3851,10.447,10.183,10.2045,449775200
5/17/2011,10.1647,10.2914,10.1258,10.2914,452334400
5/18/2011,10.3015,10.4418,10.2871,10.4056,334776400
5/19/2011,10.4733,10.4835,10.3689,10.4258,261170000
5/20/2011,10.3961,10.4387,10.2571,10.2633,337968400
5/23/2011,10.1025,10.2865,10.0857,10.2382,383600000
5/24/2011,10.2718,10.284,10.1445,10.1705,321927200
5/25/2011,10.2085,10.3655,10.1907,10.311,294224000
5/26/2011,10.2862,10.3144,10.2392,10.2565,222560800
5/27/2011,10.2504,10.337,10.2354,10.3303,203599200
5/31/2011,10.4433,10.6493,10.4402,10.6493,417754400
6/1/2011,10.6812,10.781,10.552,10.5783,554682800
6/2/2011,10.6086,10.6539,10.5413,10.5964,338783200
6/3/2011,10.507,10.5728,10.4711,10.5149,313250000
6/6/2011,10.5578,10.6255,10.3426,10.3496,461941200
6/7/2011,10.3536,10.3551,10.1616,10.1659,529785200
6/8/2011,10.1579,10.2504,10.1233,10.172,333723600
6/9/2011,10.2029,10.2158,10.1264,10.1491,275088800
6/10/2011,10.1203,10.1543,9.966,9.9779,433955200
6/13/2011,10.0177,10.0517,9.9525,9.9993,329473200
6/14/2011,10.1034,10.2029,10.0823,10.1781,334569200
6/15/2011,10.0958,10.1126,9.9467,10.0039,399196000
6/16/2011,10.0085,10.0631,9.7461,9.9553,510591200
6/17/2011,10.0725,10.0805,9.7777,9.8052,615020000
6/20/2011,9.7163,9.7269,9.5064,9.654,640645600
6/21/2011,9.6956,9.9749,9.6503,9.9595,493382400
6/22/2011,9.9553,10.0698,9.8701,9.8772,390583200
6/23/2011,9.7648,10.1552,9.7397,10.1411,559759200
6/24/2011,10.1454,10.1999,9.9531,9.9917,439807200
6/27/2011,10.0297,10.2228,10.0192,10.1659,339813600
6/28/2011,10.2152,10.3086,10.2088,10.2645,294299600
6/29/2011,10.2884,10.2985,10.161,10.2271,352545200
6/30/2011,10.2473,10.2911,10.1904,10.277,322954800
7/1/2011,10.2856,10.5168,10.232,10.5094,435313200
7/5/2011,10.5015,10.7106,10.4861,10.6983,355054000
7/6/2011,10.6836,10.8413,10.615,10.7697,444626000
7/7/2011,10.8587,10.9607,10.8382,10.9362,399663600
7/8/2011,10.818,11.0219,10.7831,11.0131,489633200
7/11/2011,10.9099,11.0149,10.8021,10.8382,442674400
7/12/2011,10.8238,10.9509,10.6735,10.8306,451609200
7/13/2011,10.9708,11.0219,10.9111,10.9613,391638800
7/14/2011,11.0529,11.0712,10.9099,10.9537,430533600
7/15/2011,11.0578,11.175,10.9965,11.1726,484467200
7/18/2011,11.1882,11.4705,11.1836,11.4444,572653200
7/19/2011,11.573,11.5929,11.4297,11.5378,819145600
7/20/2011,12.1278,12.1324,11.818,11.8455,941340400
7/21/2011,11.847,11.9423,11.7537,11.8575,526534400
7/22/2011,11.889,12.095,11.8715,12.0415,516728800
7/25/2011,11.9511,12.2466,11.9288,12.2007,589806000
7/26/2011,12.2466,12.3844,12.2368,12.351,476582400
7/27/2011,12.2647,12.3274,12.0063,12.0197,659324400
7/28/2011,11.99,12.1544,11.8832,11.9962,594034000
7/29/2011,11.8682,12.0981,11.7567,11.9551,632584400
8/1/2011,12.1786,12.2313,12.013,12.1471,612836000
8/2/2011,12.1746,12.1823,11.8899,11.9071,639539600
8/3/2011,11.9704,12.0491,11.7028,12.0191,732508000
8/4/2011,11.9224,11.9808,11.5531,11.5537,871407600
8/5/2011,11.6477,11.7414,11.1006,11.4389,1204590800
8/8/2011,11.0737,11.2598,10.8082,10.814,1143833600
8/9/2011,11.0617,11.4692,10.8689,11.4509,1082583600
8/10/2011,11.3633,11.4705,11.0985,11.1349,878656800
8/11/2011,11.344,11.495,11.1664,11.4414,741969200
8/12/2011,11.5752,11.6232,11.4576,11.5421,528976000
8/15/2011,11.6229,11.7864,11.5758,11.7387,460544000
8/16/2011,11.6808,11.7374,11.5136,11.649,498750000
8/17/2011,11.705,11.7727,11.573,11.6477,442061200
8/18/2011,11.3538,11.4092,11.0639,11.2072,851435200
8/19/2011,11.0884,11.2362,10.8995,10.9004,775888400
8/22/2011,11.16,11.1713,10.8716,10.9129,535315200
8/23/2011,11.0311,11.4395,10.9301,11.4383,656835200
8/24/2011,11.4343,11.6024,11.3465,11.5173,626267600
8/25/2011,11.1775,11.495,11.175,11.442,871346000
8/26/2011,11.3639,11.7506,11.3526,11.7439,641477200
8/29/2011,11.8847,11.9864,11.8792,11.9395,405269200
8/30/2011,11.8869,11.9968,11.8244,11.9401,417922400
8/31/2011,11.9579,12.0041,11.6912,11.7821,522586400
9/1/2011,11.8125,11.859,11.6563,11.6658,343725200
9/2/2011,11.4732,11.573,11.3841,11.4521,438939200
9/6/2011,11.2476,11.6444,11.2203,11.6263,509698000
9/7/2011,11.8045,11.8057,11.6955,11.7546,350576800
9/8/2011,11.7077,11.8979,11.705,11.761,416158400
9/9/2011,11.7546,11.818,11.4818,11.5571,564813200
9/12/2011,11.5084,11.6612,11.3863,11.6324,467832400
9/13/2011,11.6998,11.8244,11.6419,11.7757,440560400
9/14/2011,11.8492,12.0081,11.8106,11.919,534724400
9/15/2011,11.9842,12.0525,11.9374,12.0311,417818800
9/16/2011,12.11,12.262,12.0944,12.2619,698513200
9/19/2011,12.1547,12.6517,12.0998,12.6027,823860800
9/20/2011,12.7135,12.9465,12.5892,12.6584,775754000
9/21/2011,12.8479,12.9076,12.614,12.6183,605976000
9/22/2011,12.2781,12.5472,12.1456,12.3023,968480800
9/23/2011,12.2552,12.4529,12.242,12.3782,546277200
9/26/2011,12.2423,12.3684,11.9802,12.3436,812876400
9/27/2011,12.5139,12.5298,12.1872,12.2239,632497600
9/28/2011,12.2524,12.3611,12.1397,12.1551,429637600
9/29/2011,12.3054,12.3143,11.8244,11.9579,651086800
9/30/2011,11.8523,11.9064,11.6704,11.6747,547640800
10/3/2011,11.6456,11.7151,11.4252,11.4689,669099200
10/4/2011,11.468,11.6894,10.8456,11.4046,1233677200
10/5/2011,11.2626,11.6288,11.0311,11.5807,786469600
10/6/2011,11.4301,11.7806,11.3833,11.5537,812582400
10/7/2011,11.5051,11.5651,11.2818,11.322,535458000
10/10/2011,11.6064,11.904,11.5795,11.904,442514800
10/11/2011,12.0191,12.344,11.9864,12.2555,605687600
10/12/2011,12.4713,12.5298,12.2509,12.3136,622286000
10/13/2011,12.3991,12.5047,12.3339,12.5047,426185200
10/14/2011,12.7619,12.9202,12.7141,12.9202,573367200
10/17/2011,12.9122,13.0641,12.7346,12.8586,686044800
10/18/2011,12.9128,13.0061,12.7362,12.9275,881602400
10/19/2011,12.2879,12.5044,12.1792,12.2043,1104059600
10/20/2011,12.2466,12.2573,12.0693,12.103,549270400
10/21/2011,12.1884,12.2203,11.9634,12.0283,621244400
10/24/2011,12.1296,12.4456,12.1058,12.4233,502138000
10/25/2011,12.4006,12.4471,12.1664,12.1783,430427200
10/26/2011,12.3005,12.3247,12.0369,12.265,456304800
10/27/2011,12.4781,12.5221,12.3045,12.3902,494664800
10/28/2011,12.3384,12.441,12.3234,12.3981,322842800
10/31/2011,12.3207,12.5322,12.2787,12.3929,385501200
11/1/2011,12.1673,12.2313,12.039,12.1397,531790000
11/2/2011,12.2493,12.2601,12.0969,12.1673,327350800
11/3/2011,12.2181,12.3507,12.1045,12.3406,441386400
11/4/2011,12.3087,12.3519,12.2209,12.2539,302229200
11/7/2011,12.2438,12.2466,12.1281,12.2383,270275600
11/8/2011,12.3143,12.4915,12.2944,12.4373,400442000
11/9/2011,12.1538,12.2738,12.0699,12.1021,558684000
11/10/2011,12.1557,12.1612,11.7001,11.7941,744752400
11/11/2011,11.8366,11.9006,11.6422,11.7757,653786000
11/14/2011,11.742,11.795,11.5792,11.6116,432905200
11/15/2011,11.6588,11.9251,11.6174,11.9046,430810800
11/16/2011,11.9175,11.9753,11.7665,11.7803,349210400
11/17/2011,11.7561,11.7745,11.4965,11.555,479900400
11/18/2011,11.6012,11.634,11.4775,11.4793,371938000
11/21/2011,11.3403,11.3795,11.2029,11.2978,447980400
11/22/2011,11.3593,11.5709,11.3569,11.5274,409021200
11/23/2011,11.4662,11.5069,11.2326,11.2359,428271200
11/25/2011,11.2797,11.3633,11.1236,11.1312,254760800
11/28/2011,11.4,11.5338,11.3382,11.5155,346413200
11/29/2011,11.5069,11.5984,11.3342,11.4261,375855200
11/30/2011,11.6738,11.7039,11.5822,11.7016,405938400
12/1/2011,11.712,11.9098,11.6572,11.8771,387181200
12/2/2011,11.9352,12.0516,11.897,11.9312,379055600
12/5/2011,12.0473,12.1367,11.9523,12.0326,357210000
12/6/2011,12.0173,12.0822,11.9214,11.9695,283598000
12/7/2011,11.9383,11.9692,11.8413,11.9126,304746400
12/8/2011,11.9848,12.1088,11.9475,11.9606,376356400
